symbol,name
AMER2,APC membrane recruitment protein 2
AMER3,APC membrane recruitment protein 3
AMFR,autocrine motility factor receptor
AMH,anti-Mullerian hormone
AMHR2,anti-Mullerian hormone receptor type 2
AMIGO1,adhesion molecule with Ig like domain 1
AMIGO2,adhesion molecule with Ig like domain 2
AMIGO3,adhesion molecule with Ig like domain 3
AMMECR1,AMMECR nuclear protein 1
AMMECR1L,AMMECR1 like
AMN,amnion associated transmembrane protein
AMN1,antagonist of mitotic exit network 1 homolog
AMOT,angiomotin
AMOTL1,angiomotin like 1
AMOTL2,angiomotin like 2
AMPD1,adenosine monophosphate deaminase 1
AMPD2,adenosine monophosphate deaminase 2
AMPD3,adenosine monophosphate deaminase 3
AMPH,amphiphysin
AMT,aminomethyltransferase
AMTN,amelotin
AMY1A,amylase alpha 1A
AMY1B,amylase alpha 1B
AMY1C,amylase alpha 1C
AMY2A,amylase alpha 2A
AMY2B,amylase alpha 2B
AMZ1,archaelysin family metallopeptidase 1
AMZ2,archaelysin family metallopeptidase 2
ANAPC1,anaphase promoting complex subunit 1
ANAPC10,anaphase promoting complex subunit 10
ANAPC11,anaphase promoting complex subunit 11
ANAPC13,anaphase promoting complex subunit 13
ANAPC15,anaphase promoting complex subunit 15
ANAPC16,anaphase promoting complex subunit 16
ANAPC2,anaphase promoting complex subunit 2
ANAPC4,anaphase promoting complex subunit 4
ANAPC5,anaphase promoting complex subunit 5
ANAPC7,anaphase promoting complex subunit 7
ANG,angiogenin
ANGEL1,angel homolog 1
ANGEL2,angel homolog 2
ANGPT1,angiopoietin 1
ANGPT2,angiopoietin 2
ANGPT4,angiopoietin 4
ANGPTL1,angiopoietin like 1
ANGPTL2,angiopoietin like 2
ANGPTL3,angiopoietin like 3
ANGPTL4,angiopoietin like 4
ANGPTL5,angiopoietin like 5
ANGPTL6,angiopoietin like 6
ANGPTL7,angiopoietin like 7
ANGPTL8,angiopoietin like 8
ANHX,anomalous homeobox
ANK1,ankyrin 1
ANK2,ankyrin 2
ANK3,ankyrin 3
ANKAR,ankyrin and armadillo repeat containing
ANKDD1A,ankyrin repeat and death domain containing 1A
ANKDD1B,ankyrin repeat and death domain containing 1B
ANKEF1,ankyrin repeat and EF-hand domain containing 1
ANKFN1,ankyrin repeat and fibronectin type III domain containing 1
ANKFY1,ankyrin repeat and FYVE domain containing 1
ANKH,ANKH inorganic pyrophosphate transport regulator
ANKHD1,ankyrin repeat and KH domain containing 1
ANKIB1,ankyrin repeat and IBR domain containing 1
ANKK1,ankyrin repeat and kinase domain containing 1
ANKLE1,ankyrin repeat and LEM domain containing 1
ANKLE2,ankyrin repeat and LEM domain containing 2
ANKMY1,ankyrin repeat and MYND domain containing 1
ANKMY2,ankyrin repeat and MYND domain containing 2
ANKRA2,ankyrin repeat family A member 2
ANKRD1,ankyrin repeat domain 1
ANKRD10,ankyrin repeat domain 10
ANKRD11,ankyrin repeat domain 11
ANKRD12,ankyrin repeat domain 12
ANKRD13A,ankyrin repeat domain 13A
ANKRD13B,ankyrin repeat domain 13B
ANKRD13C,ankyrin repeat domain 13C
ANKRD13D,ankyrin repeat domain 13D
ANKRD16,ankyrin repeat domain 16
ANKRD17,ankyrin repeat domain 17
ANKRD18A,ankyrin repeat domain 18A
ANKRD18B,ankyrin repeat domain 18B
ANKRD2,ankyrin repeat domain 2
ANKRD20A1,ankyrin repeat domain 20 family member A1
ANKRD22,ankyrin repeat domain 22
ANKRD23,ankyrin repeat domain 23
ANKRD24,ankyrin repeat domain 24
ANKRD26,ankyrin repeat domain 26
ANKRD27,ankyrin repeat domain 27
ANKRD28,ankyrin repeat domain 28
ANKRD29,ankyrin repeat domain 29
ANKRD30A,ankyrin repeat domain 30A
ANKRD30B,ankyrin repeat domain 30B
ANKRD30BL,ankyrin repeat domain 30B like
ANKRD31,ankyrin repeat domain 31
ANKRD33,ankyrin repeat domain 33
ANKRD33B,ankyrin repeat domain 33B
ANKRD34A,ankyrin repeat domain 34A
ANKRD34B,ankyrin repeat domain 34B
ANKRD34C,ankyrin repeat domain 34C
ANKRD35,ankyrin repeat domain 35
ANKRD36,ankyrin repeat domain 36
ANKRD36B,ankyrin repeat domain 36B
ANKRD36C,ankyrin repeat domain 36C
ANKRD37,ankyrin repeat domain 37
ANKRD39,ankyrin repeat domain 39
ANKRD40,ankyrin repeat domain 40
ANKRD40CL,ANKRD40 C-terminal like
ANKRD42,ankyrin repeat domain 42
ANKRD44,ankyrin repeat domain 44
ANKRD45,ankyrin repeat domain 45
ANKRD46,ankyrin repeat domain 46
ANKRD49,ankyrin repeat domain 49
ANKRD50,ankyrin repeat domain 50
ANKRD52,ankyrin repeat domain 52
ANKRD53,ankyrin repeat domain 53
ANKRD54,ankyrin repeat domain 54
ANKRD55,ankyrin repeat domain 55
ANKRD6,ankyrin repeat domain 6
ANKRD60,ankyrin repeat domain 60
ANKRD61,ankyrin repeat domain 61
ANKRD62,ankyrin repeat domain 62
ANKRD63,ankyrin repeat domain 63
ANKRD65,ankyrin repeat domain 65
ANKRD66,ankyrin repeat domain 66
ANKRD7,ankyrin repeat domain 7
ANKRD9,ankyrin repeat domain 9
ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A
ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B
ANKS3,ankyrin repeat and sterile alpha motif domain containing 3
ANKS4B,ankyrin repeat and sterile alpha motif domain containing 4B
ANKS6,ankyrin repeat and sterile alpha motif domain containing 6
ANKUB1,ankyrin repeat and ubiquitin domain containing 1
ANKZF1,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1
ANLN,"anillin, actin binding protein"
ANO1,anoctamin 1
ANO10,anoctamin 10
ANO2,anoctamin 2
ANO3,anoctamin 3
ANO4,anoctamin 4
ANO5,anoctamin 5
ANO6,anoctamin 6
ANO7,anoctamin 7
ANO8,anoctamin 8
ANO9,anoctamin 9
ANOS1,anosmin 1
ANP32A,acidic nuclear phosphoprotein 32 family member A
ANP32B,acidic nuclear phosphoprotein 32 family member B
ANP32D,acidic nuclear phosphoprotein 32 family member D
ANP32E,acidic nuclear phosphoprotein 32 family member E
ANPEP,"alanyl aminopeptidase, membrane"
ANTKMT,adenine nucleotide translocase lysine methyltransferase
ANTXR1,ANTXR cell adhesion molecule 1
ANTXR2,ANTXR cell adhesion molecule 2
ANTXRL,ANTXR like
ANXA1,annexin A1
ANXA10,annexin A10
ANXA11,annexin A11
ANXA13,annexin A13
ANXA2,annexin A2
ANXA2R,annexin A2 receptor
ANXA3,annexin A3
ANXA4,annexin A4
ANXA5,annexin A5
ANXA6,annexin A6
ANXA7,annexin A7
ANXA8,annexin A8
ANXA8L1,annexin A8 like 1
ANXA9,annexin A9
AOAH,acyloxyacyl hydrolase
AOC1,amine oxidase copper containing 1
AOC2,amine oxidase copper containing 2
AOC3,amine oxidase copper containing 3
AOPEP,aminopeptidase O (putative)
AOX1,aldehyde oxidase 1
AP1AR,adaptor related protein complex 1 associated regulatory protein
AP1B1,adaptor related protein complex 1 subunit beta 1
AP1G1,adaptor related protein complex 1 subunit gamma 1
AP1G2,adaptor related protein complex 1 subunit gamma 2
AP1M1,adaptor related protein complex 1 subunit mu 1
AP1M2,adaptor related protein complex 1 subunit mu 2
AP1S1,adaptor related protein complex 1 subunit sigma 1
AP1S2,adaptor related protein complex 1 subunit sigma 2
AP1S3,adaptor related protein complex 1 subunit sigma 3
AP2A1,adaptor related protein complex 2 subunit alpha 1
AP2A2,adaptor related protein complex 2 subunit alpha 2
AP2B1,adaptor related protein complex 2 subunit beta 1
AP2M1,adaptor related protein complex 2 subunit mu 1
AP2S1,adaptor related protein complex 2 subunit sigma 1
AP3B1,adaptor related protein complex 3 subunit beta 1
AP3B2,adaptor related protein complex 3 subunit beta 2
AP3D1,adaptor related protein complex 3 subunit delta 1
AP3M1,adaptor related protein complex 3 subunit mu 1
AP3M2,adaptor related protein complex 3 subunit mu 2
AP3S1,adaptor related protein complex 3 subunit sigma 1
AP3S2,adaptor related protein complex 3 subunit sigma 2
AP4B1,adaptor related protein complex 4 subunit beta 1
AP4E1,adaptor related protein complex 4 subunit epsilon 1
AP4M1,adaptor related protein complex 4 subunit mu 1
AP4S1,adaptor related protein complex 4 subunit sigma 1
AP5B1,adaptor related protein complex 5 subunit beta 1
AP5M1,adaptor related protein complex 5 subunit mu 1
AP5S1,adaptor related protein complex 5 subunit sigma 1
AP5Z1,adaptor related protein complex 5 subunit zeta 1
APAF1,apoptotic peptidase activating factor 1
APBA1,amyloid beta precursor protein binding family A member 1
APBA2,amyloid beta precursor protein binding family A member 2
APBA3,amyloid beta precursor protein binding family A member 3
APBB1,amyloid beta precursor protein binding family B member 1
APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein
APBB2,amyloid beta precursor protein binding family B member 2
APBB3,amyloid beta precursor protein binding family B member 3
APC,APC regulator of Wnt signaling pathway
APC2,APC regulator of Wnt signaling pathway 2
APCDD1,APC down-regulated 1
APCDD1L,APC down-regulated 1 like
APCS,"amyloid P component, serum"
APEH,acylaminoacyl-peptide hydrolase
APELA,apelin receptor early endogenous ligand
APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1
APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2
APH1A,aph-1A gamma-secretase subunit
APH1B,aph-1B gamma-secretase subunit
API5,apoptosis inhibitor 5
APIP,APAF1 interacting protein
APLF,aprataxin and PNKP like factor
APLN,apelin
APLNR,apelin receptor
APLP1,amyloid beta precursor like protein 1
APLP2,amyloid beta precursor like protein 2
APMAP,adipocyte plasma membrane associated protein
APOA1,apolipoprotein A1
APOA2,apolipoprotein A2
APOA4,apolipoprotein A4
APOA5,apolipoprotein A5
APOB,apolipoprotein B
APOBEC1,apolipoprotein B mRNA editing enzyme catalytic subunit 1
APOBEC2,apolipoprotein B mRNA editing enzyme catalytic subunit 2
APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A
APOBEC3A_B,APOBEC3A and APOBEC3B deletion hybrid
APOBEC3B,apolipoprotein B mRNA editing enzyme catalytic subunit 3B
APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C
APOBEC3D,apolipoprotein B mRNA editing enzyme catalytic subunit 3D
APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F
APOBEC3G,apolipoprotein B mRNA editing enzyme catalytic subunit 3G
APOBEC3H,apolipoprotein B mRNA editing enzyme catalytic subunit 3H
APOBEC4,apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4
APOBR,apolipoprotein B receptor
APOC1,apolipoprotein C1
APOC2,apolipoprotein C2
APOC3,apolipoprotein C3
APOC4,apolipoprotein C4
APOD,apolipoprotein D
APOE,apolipoprotein E
APOF,apolipoprotein F
APOH,apolipoprotein H
APOL1,apolipoprotein L1
APOL2,apolipoprotein L2
APOL3,apolipoprotein L3
APOL4,apolipoprotein L4
APOL5,apolipoprotein L5
APOL6,apolipoprotein L6
APOLD1,apolipoprotein L domain containing 1
APOLTP,apolipoprotein lipid transfer particle homolog
APOM,apolipoprotein M
APOO,apolipoprotein O
APOOL,apolipoprotein O like
APP,amyloid beta precursor protein
APPBP2,amyloid beta precursor protein binding protein 2
APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"
APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
APRT,adenine phosphoribosyltransferase
APTX,aprataxin
AQP1,aquaporin 1 (Colton blood group)
AQP10,aquaporin 10
AQP11,aquaporin 11
AQP12A,aquaporin 12A
AQP12B,aquaporin 12B
AQP2,aquaporin 2
AQP3,aquaporin 3 (Gill blood group)
AQP4,aquaporin 4
AQP5,aquaporin 5
AQP6,aquaporin 6
AQP7,aquaporin 7
AQP7B,aquaporin 7B
AQP8,aquaporin 8
AQP9,aquaporin 9
AQR,aquarius intron-binding spliceosomal factor
AR,androgen receptor
ARAF,"A-Raf proto-oncogene, serine/threonine kinase"
ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
ARAP3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
ARB2A,ARB2 cotranscriptional regulator A
ARC,activity regulated cytoskeleton associated protein
ARCN1,archain 1 coat protein complex I subunit delta
AREG,amphiregulin
AREL1,apoptosis resistant E3 ubiquitin protein ligase 1
ARF1,ARF GTPase 1
ARF3,ARF GTPase 3
ARF4,ARF GTPase 4
ARF5,ARF GTPase 5
ARF6,ARF GTPase 6
ARFGAP1,ARF GTPase activating protein 1
ARFGAP2,ARF GTPase activating protein 2
ARFGAP3,ARF GTPase activating protein 3
ARFGEF1,ARF guanine nucleotide exchange factor 1
ARFGEF2,ARF guanine nucleotide exchange factor 2
ARFGEF3,ARFGEF family member 3
ARFIP1,ARF interacting protein 1
ARFIP2,ARF interacting protein 2
ARFRP1,ARF related protein 1
ARG1,arginase 1
ARG2,arginase 2
ARGFX,arginine-fifty homeobox
ARGLU1,arginine and glutamate rich 1
ARHGAP1,Rho GTPase activating protein 1
ARHGAP10,Rho GTPase activating protein 10
ARHGAP11A,Rho GTPase activating protein 11A
ARHGAP11B,Rho GTPase activating protein 11B
ARHGAP12,Rho GTPase activating protein 12
ARHGAP15,Rho GTPase activating protein 15
ARHGAP17,Rho GTPase activating protein 17
ARHGAP18,Rho GTPase activating protein 18
ARHGAP19,Rho GTPase activating protein 19
ARHGAP20,Rho GTPase activating protein 20
ARHGAP21,Rho GTPase activating protein 21
ARHGAP22,Rho GTPase activating protein 22
ARHGAP23,Rho GTPase activating protein 23
ARHGAP24,Rho GTPase activating protein 24
ARHGAP25,Rho GTPase activating protein 25
ARHGAP26,Rho GTPase activating protein 26
ARHGAP27,Rho GTPase activating protein 27
ARHGAP28,Rho GTPase activating protein 28
ARHGAP29,Rho GTPase activating protein 29
ARHGAP30,Rho GTPase activating protein 30
ARHGAP31,Rho GTPase activating protein 31
ARHGAP32,Rho GTPase activating protein 32
ARHGAP33,Rho GTPase activating protein 33
ARHGAP35,Rho GTPase activating protein 35
ARHGAP36,Rho GTPase activating protein 36
ARHGAP39,Rho GTPase activating protein 39
ARHGAP4,Rho GTPase activating protein 4
ARHGAP40,Rho GTPase activating protein 40
ARHGAP42,Rho GTPase activating protein 42
ARHGAP44,Rho GTPase activating protein 44
ARHGAP45,Rho GTPase activating protein 45
ARHGAP5,Rho GTPase activating protein 5
ARHGAP6,Rho GTPase activating protein 6
ARHGAP8,Rho GTPase activating protein 8
ARHGAP9,Rho GTPase activating protein 9
ARHGDIA,Rho GDP dissociation inhibitor alpha
ARHGDIB,Rho GDP dissociation inhibitor beta
ARHGDIG,Rho GDP dissociation inhibitor gamma
ARHGEF1,Rho guanine nucleotide exchange factor 1
ARHGEF10,Rho guanine nucleotide exchange factor 10
ARHGEF10L,Rho guanine nucleotide exchange factor 10 like
ARHGEF11,Rho guanine nucleotide exchange factor 11
ARHGEF12,Rho guanine nucleotide exchange factor 12
ARHGEF15,Rho guanine nucleotide exchange factor 15
ARHGEF16,Rho guanine nucleotide exchange factor 16
ARHGEF17,Rho guanine nucleotide exchange factor 17
ARHGEF18,Rho/Rac guanine nucleotide exchange factor 18
ARHGEF19,Rho guanine nucleotide exchange factor 19
ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2
ARHGEF25,Rho guanine nucleotide exchange factor 25
ARHGEF26,Rho guanine nucleotide exchange factor 26
ARHGEF28,Rho guanine nucleotide exchange factor 28
ARHGEF3,Rho guanine nucleotide exchange factor 3
ARHGEF33,Rho guanine nucleotide exchange factor 33
ARHGEF35,Rho guanine nucleotide exchange factor 35
ARHGEF37,Rho guanine nucleotide exchange factor 37
ARHGEF38,Rho guanine nucleotide exchange factor 38
ARHGEF39,Rho guanine nucleotide exchange factor 39
ARHGEF4,Rho guanine nucleotide exchange factor 4
ARHGEF40,Rho guanine nucleotide exchange factor 40
ARHGEF5,Rho guanine nucleotide exchange factor 5
ARHGEF6,Rac/Cdc42 guanine nucleotide exchange factor 6
ARHGEF7,Rho guanine nucleotide exchange factor 7
ARHGEF9,Cdc42 guanine nucleotide exchange factor 9
ARID1A,AT-rich interaction domain 1A
ARID1B,AT-rich interaction domain 1B
ARID2,AT-rich interaction domain 2
ARID3A,AT-rich interaction domain 3A
ARID3B,AT-rich interaction domain 3B
ARID3C,AT-rich interaction domain 3C
ARID4A,AT-rich interaction domain 4A
ARID4B,AT-rich interaction domain 4B
ARID5A,AT-rich interaction domain 5A
ARID5B,AT-rich interaction domain 5B
ARIH1,ariadne RBR E3 ubiquitin protein ligase 1
ARIH2,ariadne RBR E3 ubiquitin protein ligase 2
ARK2C,arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C
ARK2N,arkadia (RNF111) N-terminal like PKA signaling regulator 2N
ARL1,ARF like GTPase 1
ARL10,ARF like GTPase 10
ARL11,ARF like GTPase 11
ARL13A,ARF like GTPase 13A
ARL13B,ARF like GTPase 13B
ARL14,ARF like GTPase 14
ARL14EP,ARF like GTPase 14 effector protein
ARL14EPL,ARF like GTPase 14 effector protein like
ARL15,ARF like GTPase 15
ARL16,ARF like GTPase 16
ARL17A,ARF like GTPase 17A
ARL17B,ARF like GTPase 17B
ARL2,ARF like GTPase 2
ARL2BP,ARF like GTPase 2 binding protein
ARL3,ARF like GTPase 3
ARL4A,ARF like GTPase 4A
ARL4C,ARF like GTPase 4C
ARL4D,ARF like GTPase 4D
ARL5A,ARF like GTPase 5A
ARL5B,ARF like GTPase 5B
ARL5C,ARF like GTPase 5C
ARL6,ARF like GTPase 6
ARL6IP1,ARL6 interacting reticulophagy regulator 1
ARL6IP4,ARF like GTPase 6 interacting protein 4
ARL6IP5,ARF like GTPase 6 interacting protein 5
ARL6IP6,ARF like GTPase 6 interacting protein 6
ARL8A,ARF like GTPase 8A
ARL8B,ARF like GTPase 8B
ARL9,ARF like GTPase 9
ARLN,allregulin
ARMC1,armadillo repeat containing 1
ARMC10,armadillo repeat containing 10
ARMC12,armadillo repeat containing 12
ARMC2,armadillo repeat containing 2
ARMC3,armadillo repeat containing 3
ARMC5,armadillo repeat containing 5
ARMC6,armadillo repeat containing 6
ARMC7,armadillo repeat containing 7
ARMC8,armadillo repeat containing 8
ARMC9,armadillo repeat containing 9
ARMCX1,armadillo repeat containing X-linked 1
ARMCX2,armadillo repeat containing X-linked 2
ARMCX3,armadillo repeat containing X-linked 3
ARMCX4,armadillo repeat containing X-linked 4
ARMCX5,armadillo repeat containing X-linked 5
ARMCX6,armadillo repeat containing X-linked 6
ARMH1,armadillo like helical domain containing 1
ARMH2,armadillo like helical domain containing 2
ARMH3,armadillo like helical domain containing 3
ARMH4,armadillo like helical domain containing 4
ARMS2,age-related maculopathy susceptibility 2
ARNT,aryl hydrocarbon receptor nuclear translocator
ARNT2,aryl hydrocarbon receptor nuclear translocator 2
ARPC1A,actin related protein 2/3 complex subunit 1A
ARPC1B,actin related protein 2/3 complex subunit 1B
ARPC2,actin related protein 2/3 complex subunit 2
ARPC3,actin related protein 2/3 complex subunit 3
ARPC4,actin related protein 2/3 complex subunit 4
ARPC5,actin related protein 2/3 complex subunit 5
ARPC5L,actin related protein 2/3 complex subunit 5 like
ARPIN,actin related protein 2/3 complex inhibitor
ARPP19,cAMP regulated phosphoprotein 19
ARPP21,cAMP regulated phosphoprotein 21
ARR3,arrestin 3
ARRB1,arrestin beta 1
ARRB2,arrestin beta 2
ARRDC1,arrestin domain containing 1
ARRDC2,arrestin domain containing 2
ARRDC3,arrestin domain containing 3
ARRDC4,arrestin domain containing 4
ARRDC5,arrestin domain containing 5
ARSA,arylsulfatase A
ARSB,arylsulfatase B
ARSD,arylsulfatase D
ARSF,arylsulfatase F
ARSG,arylsulfatase G
ARSH,arylsulfatase family member H
ARSI,arylsulfatase family member I
ARSJ,arylsulfatase family member J
ARSK,arylsulfatase family member K
ARSL,arylsulfatase L
ART1,ADP-ribosyltransferase 1
